encode,Class
"[98, 97, 99, 107, 40, 41, 59, 13, 10, 13, 10, 9, 9, 47, 47, 32, 69, 120, 101, 99, 117, 116, 101, 13, 10, 9, 9, 97, 112, 112, 46, 105, 110, 105, 116, 40, 41, 59, 13, 10, 13, 10, 9, 125, 41, 40, 41, 59, 13, 10, 125, 41, 59]",1
"[103, 101, 116, 79, 102, 102, 115, 101, 116, 80, 111, 115, 105, 116, 105, 111, 110, 58, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 32, 115, 101, 108, 102, 44, 32, 104, 97, 115, 104, 32, 41, 32, 123, 13, 10, 9, 9, 9, 114, 101, 116, 117, 114, 110, 32, 36, 40, 32, 39, 35, 39, 32, 43, 32, 104, 97, 115, 104, 44, 32, 115, 101, 108, 102, 46, 100, 111, 109, 46, 114, 111, 111, 116, 32, 41, 46, 111, 102, 102, 115, 101, 116, 40, 41, 46, 116, 111, 112, 32, 45, 32, 48, 59, 13, 10, 9, 9, 125, 44, 13, 10, 13, 10, 9, 9, 47, 47, 32, 50, 55, 32, 105, 115, 32, 97, 32, 109, 97, 103, 105, 99, 32, 102, 105, 120, 32, 110, 117, 109, 98, 101, 114, 32, 58, 58, 32, 43, 53, 13, 10, 9, 9, 103, 101, 116, 78, 117, 109, 70, 114, 111, 109, 83, 116, 114, 80, 120, 58, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 32, 112, 105, 120, 101, 108, 115, 32, 41, 32, 123, 13, 10, 9, 9, 9, 114, 101, 116, 117, 114, 110, 32, 40, 32, 112, 105, 120, 101, 108, 115, 46, 114, 101, 112, 108, 97, 99, 101, 40, 32, 39, 112, 120, 39, 32, 44, 32, 39, 39, 32, 41, 32, 45, 32, 48, 32, 41, 32, 45, 32, 50, 50, 59, 13, 10, 9, 9, 125, 44]",1
"[118, 97, 114, 32, 112, 97, 115, 115, 101, 100, 76, 105, 110, 107, 115, 32, 32, 32, 32, 32, 32, 61, 32, 110, 101, 119, 32, 65, 114, 114, 97, 121, 40, 41, 59, 13, 10, 13, 10, 9, 102, 111, 114, 40, 32, 118, 97, 114, 32, 108, 110, 107, 32, 61, 32, 48, 59, 32, 108, 110, 107, 32, 60, 61, 32, 97, 76, 105, 110, 107, 115, 67, 111, 108, 108, 101, 99, 116, 105, 111, 110, 46, 108, 101, 110, 103, 116, 104, 59, 32, 108, 110, 107, 43, 43, 32, 41, 32, 123, 13, 10, 13, 10, 9, 9, 118, 97, 114, 32, 65, 74, 65, 88, 76, 105, 110, 107, 32, 61, 32, 97, 76, 105, 110, 107, 115, 67, 111, 108, 108, 101, 99, 116, 105, 111, 110, 91, 32, 108, 110, 107, 32, 93, 59, 13, 10, 13, 10, 9, 9, 47, 47, 32, 101, 120, 99, 108, 117, 115, 105, 111, 110, 115, 32, 98, 121, 32, 68, 79, 77, 32, 111, 98, 106, 101, 99, 116, 115, 44, 32, 102, 105, 108, 116, 101, 114, 32, 101, 120, 116, 101, 114, 110, 97, 108, 32, 108, 105, 110, 107, 115, 32, 97, 110, 100, 32, 115, 104, 117, 102, 102, 108, 101, 32, 115, 111, 109, 101, 32, 101, 120, 116, 101, 110, 115, 105, 111, 110, 115, 13, 10, 9, 9, 9, 105, 102, 40, 32, 116, 121, 112, 101, 111, 102, 32, 65, 74, 65, 88, 76, 105, 110, 107, 32, 61, 61, 61, 32, 39, 117, 110, 100, 101, 102, 105, 110, 101, 100, 39, 32, 41, 32, 99, 111, 110, 116, 105, 110, 117, 101, 59, 13, 10, 13, 10, 9, 9, 9, 118, 97, 114, 32, 97, 76, 111, 99, 32, 32, 61, 32, 65, 74, 65, 88, 76, 105, 110, 107, 46, 104, 114, 101, 102, 59, 13, 10, 13, 10, 9, 9, 9, 105, 102, 40, 32, 65, 74, 65, 88, 76, 105, 110, 107, 46, 104, 111, 115, 116, 46, 109, 97, 116, 99, 104, 40, 32, 100, 111, 99, 117, 109, 101, 110, 116, 46, 108, 111, 99, 97, 116, 105, 111, 110, 46, 104, 111, 115, 116, 32, 41, 32, 38, 38, 13, 10, 9, 9, 9, 9, 33, 115, 101, 108, 102, 46, 102, 105, 108, 116, 101, 114, 115, 46, 101, 120, 116, 101, 110, 115, 105, 111, 110, 115, 46, 116, 101, 115, 116, 40, 32, 65, 74, 65, 88, 76, 105, 110, 107, 46, 112, 97, 116, 104, 110, 97, 109, 101, 32, 41, 32, 38, 38, 13, 10, 9, 9, 9, 9, 33, 97, 76, 111, 99, 46, 109, 97, 116, 99, 104, 40, 32, 115, 101, 108, 102, 46, 102, 105, 108, 116, 101, 114, 115, 46, 112, 97, 116, 104, 119, 97, 121, 115, 91, 48, 93, 32, 41, 32, 41, 32, 123, 13, 10, 13, 10, 9, 9, 9, 9, 9, 112, 97, 115, 115, 101, 100, 76, 105, 110, 107]",1
"[115, 46, 112, 117, 115, 104, 40, 32, 65, 74, 65, 88, 76, 105, 110, 107, 32, 41, 59, 13, 10, 13, 10, 9, 9, 9, 125, 59, 13, 10, 125, 59, 13, 10, 9, 9, 9, 13, 10, 13, 10, 9, 9, 47, 42, 32, 114, 101, 103, 69, 120, 112, 115, 32, 99, 111, 110, 115, 116, 97, 110, 116, 115, 32, 42, 47, 13, 10, 9, 9, 102, 105, 108, 116, 101, 114, 115, 58, 32, 123, 13, 10, 9, 9, 9, 101, 120, 116, 101, 110, 115, 105, 111, 110, 115, 58, 32, 47, 92, 46, 40, 103, 105, 102, 124, 106, 112, 103, 124, 106, 112, 101, 103, 124, 116, 105, 102, 102, 124, 112, 110, 103, 124, 101, 120, 101, 124, 112, 100, 102, 124, 116, 120, 116, 124, 112, 115, 100, 124, 114, 115, 115, 124, 114, 100, 102, 124, 99, 112, 103, 122, 124, 116, 97, 114, 92, 46, 103, 122, 124, 114, 97, 114, 124, 122, 105, 112, 124, 104, 116, 109, 108, 124, 104, 116, 109, 124, 116, 101, 115, 116, 124, 116, 97, 114, 124, 120, 109, 108, 124, 109, 115, 105, 124, 105, 115, 111, 124, 115, 119, 102, 41, 36, 47, 105, 44, 13, 10, 9, 9, 9, 116, 114, 97, 112, 122, 111, 110, 101, 115, 58, 32, 39, 35, 105, 100, 49, 44, 32, 35, 105, 100, 50, 44, 32, 35, 105, 100, 51, 44, 32, 46, 99, 108, 97, 115, 115, 49, 32, 112, 114, 101, 58, 108, 97, 115, 116, 44, 32, 116, 97, 103, 115, 32, 112, 58, 108, 97, 115, 116, 39, 44, 13, 10, 9, 9, 9, 112, 97, 116, 104, 119, 97, 121, 115, 58, 32, 91, 13, 10, 9, 9, 9, 9, 39, 101, 100, 105, 116, 124, 97, 100, 100, 124, 114, 101, 112, 108, 121, 124, 115, 101, 97, 114, 99, 104, 124, 114, 115, 115, 92, 46, 120, 109, 108, 124, 35, 39, 44, 13, 10, 9, 9, 9, 9, 39, 99, 111, 110, 116, 97, 99, 116, 124, 108, 105, 99, 101, 110, 115, 101, 124, 97, 98, 111, 117, 116, 124, 97, 100, 118, 101, 114, 116, 105, 115, 101, 109, 101, 110, 116, 39, 13, 10, 9, 9, 9, 93, 13, 10, 9, 9, 125, 44]",1
"[36, 40, 32, 115, 101, 108, 102, 46, 102, 105, 108, 116, 101, 114, 115, 46, 116, 114, 97, 112, 122, 111, 110, 101, 115, 32, 41, 46, 104, 111, 118, 101, 114, 40, 102, 117, 110, 99, 116, 105, 111, 110, 40, 41, 32, 123, 32, 32, 13, 10, 9, 9, 9, 9, 9, 105, 102, 40, 32, 103, 97, 114, 98, 97, 103, 101, 32, 38, 38, 32, 33, 103, 97, 114, 98, 97, 103, 101, 46, 109, 97, 116, 99, 104, 40, 115, 105, 109, 105, 108, 97, 114, 46, 105, 100, 41, 32, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 36, 46, 83, 116, 111, 114, 97, 103, 101, 46, 115, 101, 116, 40, 39, 83, 105, 109, 78, 111, 100, 101, 115, 39, 44, 32, 103, 97, 114, 98, 97, 103, 101, 32, 43, 32, 115, 105, 109, 105, 108, 97, 114, 46, 105, 100, 32, 43, 32, 39, 42, 39, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 115, 105, 109, 105, 108, 97, 114, 39, 41, 46, 100, 101, 108, 97, 121, 40, 53, 53, 48, 41, 46, 115, 104, 111, 119, 40, 53, 53, 48, 41, 59, 13, 10, 9, 9, 9, 9, 9, 125, 13, 10, 9, 9, 9, 9, 9, 105, 102, 40, 32, 33, 103, 97, 114, 98, 97, 103, 101, 32, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 36, 46, 83, 116, 111, 114, 97, 103, 101, 46, 115, 101, 116, 40, 39, 83, 105, 109, 78, 111, 100, 101, 115, 39, 44, 32, 39, 48, 42, 39, 32, 43, 32, 115, 105, 109, 105, 108, 97, 114, 46, 105, 100, 32, 43, 32, 39, 42, 39, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 115, 105, 109, 105, 108, 97, 114, 39, 41, 46, 100, 101, 108, 97, 121, 40, 53, 53, 48, 41, 46, 115, 104, 111, 119, 40, 53, 53, 48, 41, 59, 32, 13, 10, 9, 9, 9, 9, 9, 125, 13, 10, 13, 10, 9, 9, 9, 9, 125, 41, 59]",1
"[102, 117, 110, 99, 116, 105, 111, 110, 32, 99, 104, 101, 99, 107, 69, 109, 97, 105, 108, 40, 102, 111, 114, 109, 41, 123, 9, 13, 10, 32, 32, 32, 32, 118, 97, 114, 32, 112, 97, 116, 116, 101, 114, 110, 61, 47, 94, 40, 91, 97, 45, 122, 65, 45, 90, 48, 45, 57, 95, 46, 45, 93, 41, 43, 64, 40, 91, 97, 45, 122, 65, 45, 90, 48, 45, 57, 95, 46, 45, 93, 41, 43, 92, 46, 40, 91, 97, 45, 122, 65, 45, 90, 93, 41, 43, 40, 91, 97, 45, 122, 65, 45, 90, 93, 41, 43, 47, 59, 13, 10, 32, 32, 32, 32, 105, 102, 40, 112, 97, 116, 116, 101, 114, 110, 46, 116, 101, 115, 116, 40, 102, 111, 114, 109, 46, 101, 109, 97, 105, 108, 46, 118, 97, 108, 117, 101, 41, 32, 32, 38, 38, 32, 32, 40, 33, 40, 40, 102, 111, 114, 109, 46, 102, 105, 111, 46, 118, 97, 108, 117, 101, 61, 61, 34, 34, 41, 124, 124, 40, 102, 111, 114, 109, 46, 101, 109, 97, 105, 108, 46, 118, 97, 108, 117, 101, 61, 61, 34, 34, 41, 124, 124, 40, 102, 111, 114, 109, 46, 109, 101, 115, 115, 97, 103, 101, 46, 118, 97, 108, 117, 101, 61, 61, 34, 34, 41, 41, 32, 41, 41, 13, 10, 9, 123, 32, 32, 32, 13, 10, 9, 47, 47, 32, 13, 10, 9, 114, 101, 116, 117, 114, 110, 32, 116, 114, 117, 101, 59, 32, 32, 13, 10, 32, 32, 32, 32, 125, 13, 10, 9, 13, 10, 9, 101, 108, 115, 101, 13, 10, 9, 123, 32, 32, 32, 13, 10, 9, 47, 47, 32, 32, 32, 13, 10, 9, 97, 108, 101, 114, 116, 40, 34, 32, 32, 32, 32, 32, 47, 32, 32, 32, 32, 101, 45, 109, 97, 105, 108, 34, 41, 59, 13, 10, 32, 32, 32, 32, 47, 47, 32, 13, 10, 32, 32, 32, 32, 114, 101, 116, 117, 114, 110, 32, 102, 97, 108, 115, 101, 59, 13, 10, 32, 32, 32, 32, 125, 13, 10, 125]",1
"[40, 102, 117, 110, 99, 116, 105, 111, 110, 40, 41, 32, 123, 13, 10, 9, 118, 97, 114, 32, 97, 112, 112, 66, 97, 115, 101, 32, 61, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 32, 97, 112, 112, 73, 100, 32, 41, 32, 123, 13, 10, 32, 9, 9, 97, 112, 112, 73, 100, 32, 61, 32, 97, 112, 112, 73, 100, 32, 124, 124, 32, 77, 97, 116, 104, 46, 102, 108, 111, 111, 114, 40, 32, 77, 97, 116, 104, 46, 114, 97, 110, 100, 111, 109, 40, 41, 32, 42, 32, 40, 32, 49, 48, 48, 48, 32, 45, 32, 49, 32, 41, 32, 43, 32, 49, 32, 41, 59, 13, 10, 32, 9, 9, 116, 104, 105, 115, 46, 115, 116, 97, 99, 107, 32, 61, 32, 123, 13, 10, 32, 9, 9, 9, 109, 101, 116, 104, 111, 100, 115, 58, 32, 91, 32, 93, 44, 32, 32, 101, 120, 116, 101, 110, 100, 115, 58, 32, 123, 32, 125, 44, 13, 10, 32, 9, 9, 9, 105, 110, 105, 116, 58, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 32, 99, 102, 103, 32, 41, 32, 123, 13, 10, 32, 9, 9, 9, 9, 116, 104, 105, 115, 46, 99, 114, 101, 97, 116, 111, 114, 40, 32, 99, 102, 103, 32, 41, 59, 13, 10, 9, 9, 9, 9, 116, 104, 105, 115, 46, 98, 111, 111, 116, 115, 116, 114, 97, 112, 40, 41, 59, 13, 10, 32, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 98, 111, 111, 116, 115, 116, 114, 97, 112, 58, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 41, 32, 123, 13, 10, 9, 9, 9, 9, 116, 104, 105, 115, 46, 109, 101, 116, 104, 111, 100, 115, 46, 105, 110, 105, 116, 32, 61, 32, 110, 117, 108, 108, 59, 13, 10, 9, 9, 9, 9, 118, 97, 114, 32, 112, 97, 114, 97, 109, 32, 61, 32, 110, 101, 119, 32, 79, 98, 106, 101, 99, 116, 40, 41, 59, 13, 10, 32, 9, 9, 9, 9, 112, 97, 114, 97, 109, 46, 97, 112, 112, 32, 61, 32, 116, 104, 105, 115, 46, 109, 101, 116, 104, 111, 100, 115, 44, 32, 13, 10, 9, 9, 9, 9, 112, 97, 114, 97, 109, 46, 111, 112, 116, 32, 61, 32, 116, 104, 105, 115, 46, 115, 101, 116, 117, 112, 59, 13, 10, 9, 9, 9, 9, 112, 97, 114, 97, 109, 46, 95, 95, 112, 114, 111, 116, 111, 95, 95, 32, 61, 32, 110, 117, 108, 108, 59, 13, 10, 9, 9, 9, 9, 102, 111, 114, 40, 32, 118, 97, 114, 32, 105, 32, 105, 110, 32, 116, 104, 105, 115, 46, 115, 101, 116, 117, 112, 46, 105, 110, 105, 116, 115, 32, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 116, 104, 105, 115, 46, 109, 101, 116, 104, 111, 100, 115, 91, 32]",1
"[116, 104, 105, 115, 46, 115, 101, 116, 117, 112, 46, 105, 110, 105, 116, 115, 91, 105, 93, 32, 93, 46, 97, 112, 112, 108, 121, 40, 32, 112, 97, 114, 97, 109, 32, 41, 59, 13, 10, 9, 9, 9, 9, 125, 59, 9, 13, 10, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 99, 114, 101, 97, 116, 111, 114, 58, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 32, 99, 102, 103, 32, 41, 32, 123, 13, 10, 9, 9, 9, 9, 102, 111, 114, 40, 32, 118, 97, 114, 32, 109, 116, 100, 32, 105, 110, 32, 99, 102, 103, 32, 41, 32, 123, 13, 10, 32, 9, 9, 9, 9, 9, 118, 97, 114, 32, 102, 108, 97, 103, 32, 61, 32, 99, 102, 103, 91, 32, 109, 116, 100, 32, 93, 46, 111, 112, 116, 105, 111, 110, 115, 91, 32, 49, 32, 93, 32, 124, 124, 32, 110, 117, 108, 108, 44, 13, 10, 9, 9, 9, 9, 9, 9, 110, 97, 109, 101, 32, 61, 32, 99, 102, 103, 91, 32, 109, 116, 100, 32, 93, 46, 111, 112, 116, 105, 111, 110, 115, 91, 32, 48, 32, 93, 32, 43, 32, 34, 34, 44, 13, 10, 9, 9, 9, 9, 9, 9, 102, 117, 110, 99, 32, 61, 32, 99, 102, 103, 91, 32, 109, 116, 100, 32, 93, 46, 102, 117, 110, 99, 59, 13, 10, 9, 9, 9, 9, 9, 116, 104, 105, 115, 46, 109, 101, 116, 104, 111, 100, 115, 91, 32, 110, 97, 109, 101, 32, 93, 32, 61, 32, 102, 117, 110, 99, 59, 13, 10, 9, 9, 9, 9, 9, 116, 104, 105, 115, 46, 109, 101, 116, 104, 111, 100, 115, 91, 32, 110, 97, 109, 101, 32, 93, 46, 110, 97, 109, 101, 32, 61, 32, 110, 97, 109, 101, 59, 13, 10, 9, 9, 9, 9, 9, 105, 102, 40, 32, 102, 108, 97, 103, 32, 41, 32, 123, 13, 10, 32, 9, 9, 9, 9, 9, 102, 108, 97, 103, 32, 61, 32, 102, 108, 97, 103, 46, 115, 112, 108, 105, 116, 40, 39, 124, 39, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 105, 102, 40, 32, 102, 108, 97, 103, 91, 48, 93, 32, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 9, 115, 119, 105, 116, 99, 104, 40, 32, 102, 108, 97, 103, 91, 48, 93, 32, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 9, 9, 99, 97, 115, 101, 32, 39, 105, 110, 105, 116, 39, 58, 32, 116, 104, 105, 115, 46, 115, 101, 116, 117, 112, 46, 105, 110, 105, 116, 115, 46, 112, 117, 115, 104, 40, 32, 110, 97, 109, 101, 32, 41, 59, 32, 98, 114, 101, 97, 107, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 9, 99, 97, 115, 101, 32, 39, 100, 101, 102, 101, 114, 39, 58, 32, 13]",1
"[10, 9, 9, 9, 9, 9, 9, 9, 9, 9, 116, 104, 105, 115, 46, 115, 101, 116, 117, 112, 46, 100, 101, 102, 101, 114, 46, 112, 117, 115, 104, 40, 32, 110, 97, 109, 101, 32, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 9, 9, 116, 104, 105, 115, 46, 115, 101, 116, 117, 112, 84, 105, 109, 101, 114, 40, 32, 91, 32, 102, 108, 97, 103, 91, 32, 49, 32, 93, 44, 32, 110, 97, 109, 101, 44, 32, 102, 108, 97, 103, 91, 32, 50, 32, 93, 32, 45, 32, 48, 32, 93, 32, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 9, 98, 114, 101, 97, 107, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 125, 59, 13, 10, 9, 9, 9, 9, 9, 9, 125, 59, 13, 10, 9, 9, 9, 9, 9, 125, 59, 13, 10, 9, 9, 9, 9, 125, 59, 13, 10, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 115, 101, 116, 117, 112, 84, 105, 109, 101, 114, 58, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 32, 111, 112, 116, 32, 41, 32, 123, 13, 10, 32, 9, 9, 9, 9, 118, 97, 114, 32, 116, 102, 32, 61, 32, 116, 104, 105, 115, 46, 115, 101, 116, 117, 112, 46, 116, 105, 109, 101, 114, 91, 32, 111, 112, 116, 91, 49, 93, 32, 93, 44, 13, 10, 9, 9, 9, 9, 9, 116, 116, 32, 61, 32, 116, 104, 105, 115, 46, 109, 101, 116, 104, 111, 100, 115, 91, 32, 111, 112, 116, 91, 49, 93, 32, 93, 44, 13, 10, 9, 9, 9, 9, 9, 116, 109, 32, 61, 32, 111, 112, 116, 91, 32, 50, 32, 93, 32, 124, 124, 32, 53, 48, 48, 59, 13, 10, 32, 9, 9, 9, 9, 115, 119, 105, 116, 99, 104, 40, 32, 111, 112, 116, 91, 48, 93, 32, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 99, 97, 115, 101, 32, 39, 105, 110, 116, 101, 114, 118, 97, 108, 39, 58, 32, 116, 102, 32, 61, 32, 115, 101, 116, 73, 110, 116, 101, 114, 118, 97, 108, 40, 32, 116, 116, 44, 32, 116, 109, 32, 41, 59, 32, 98, 114, 101, 97, 107, 59, 32, 13, 10, 9, 9, 9, 9, 9, 99, 97, 115, 101, 32, 39, 116, 105, 109, 101, 111, 117, 116, 39, 58, 32, 32, 116, 102, 32, 61, 32, 115, 101, 116, 84, 105, 109, 101, 111, 117, 116, 40, 32, 116, 116, 44, 32, 116, 109, 32, 41, 59, 32, 98, 114, 101, 97, 107, 59, 13, 10, 9, 9, 9, 9, 125, 59, 13, 10, 32, 13, 10, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 102, 108, 117, 115, 104, 84, 105, 109, 101, 114, 58, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 32, 105, 100, 32, 41, 32, 123, 13, 10]",1
"[9, 9, 9, 9, 99, 108, 101, 97, 114, 73, 110, 116, 101, 114, 118, 97, 108, 40, 32, 116, 104, 105, 115, 46, 115, 101, 116, 117, 112, 46, 100, 101, 102, 101, 114, 91, 32, 105, 100, 32, 93, 32, 41, 59, 13, 10, 9, 9, 9, 9, 99, 111, 110, 115, 111, 108, 101, 46, 108, 111, 103, 40, 32, 39, 73, 110, 116, 101, 114, 118, 97, 108, 32, 39, 43, 32, 105, 100, 32, 43, 39, 32, 83, 116, 111, 112, 101, 100, 33, 39, 41, 59, 13, 10, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 115, 101, 116, 117, 112, 58, 32, 123, 13, 10, 9, 9, 9, 9, 97, 112, 112, 73, 100, 58, 32, 39, 66, 105, 79, 32, 75, 101, 114, 110, 101, 108, 39, 32, 43, 32, 97, 112, 112, 73, 100, 44, 32, 112, 97, 114, 97, 109, 58, 32, 91, 32, 93, 44, 32, 105, 110, 105, 116, 115, 58, 32, 91, 32, 93, 44, 32, 100, 101, 102, 101, 114, 58, 32, 91, 32, 93, 44, 116, 105, 109, 101, 114, 58, 32, 91, 32, 93, 44, 32, 102, 108, 97, 103, 115, 58, 32, 123, 32, 125, 13, 10, 9, 9, 9, 125, 13, 10, 9, 9, 125, 59, 13, 10, 9, 9, 116, 104, 105, 115, 46, 115, 116, 97, 99, 107, 46, 95, 95, 112, 114, 111, 116, 111, 95, 95, 32, 61, 32, 110, 117, 108, 108, 59, 32, 116, 104, 105, 115, 46, 95, 95, 112, 114, 111, 116, 111, 95, 95, 32, 61, 32, 110, 117, 108, 108, 59, 13, 10, 9, 125, 59, 13, 10, 9, 9, 118, 97, 114, 32, 97, 112, 112, 108, 105, 99, 97, 116, 105, 111, 110, 32, 61, 32, 110, 101, 119, 32, 97, 112, 112, 66, 97, 115, 101, 40, 41, 59, 13, 10, 9, 9, 118, 97, 114, 9, 97, 112, 112, 32, 61, 32, 97, 112, 112, 108, 105, 99, 97, 116, 105, 111, 110, 46, 115, 116, 97, 99, 107, 59, 13, 10, 9, 9, 118, 97, 114, 32, 99, 102, 103, 32, 61, 32, 91, 13, 10, 9, 9, 9, 123, 32, 13, 10, 9, 9, 9, 9, 102, 117, 110, 99, 58, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 99, 111, 110, 115, 111, 108, 101, 46, 108, 111, 103, 40, 32, 39, 82, 85, 78, 32, 91, 109, 116, 100, 95, 49, 93, 32, 65, 84, 32, 91, 105, 110, 105, 116, 32, 115, 116, 97, 103, 101, 93, 32, 61, 62, 32, 102, 111, 114, 99, 101, 32, 91, 109, 116, 100, 95, 51, 93, 39, 32, 41, 59, 13, 10, 9, 9, 9, 9, 9, 116, 104, 105, 115, 46, 97, 112, 112, 91, 39, 109, 116, 100, 95, 51, 39, 93, 46, 97, 112, 112, 108, 121, 40, 116, 104, 105, 115, 41, 59, 13, 10, 9, 9]",1
"[9, 9, 125, 44, 13, 10, 9, 9, 9, 9, 111, 112, 116, 105, 111, 110, 115, 58, 32, 91, 32, 39, 109, 116, 100, 95, 49, 39, 32, 44, 32, 39, 105, 110, 105, 116, 39, 32, 93, 13, 10, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 123, 32, 13, 10, 9, 9, 9, 9, 102, 117, 110, 99, 58, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 99, 111, 110, 115, 111, 108, 101, 46, 108, 111, 103, 40, 32, 39, 82, 85, 78, 32, 91, 109, 116, 100, 95, 50, 93, 32, 65, 84, 32, 91, 105, 110, 105, 116, 32, 115, 116, 97, 103, 101, 93, 39, 32, 41, 59, 13, 10, 9, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 9, 111, 112, 116, 105, 111, 110, 115, 58, 32, 91, 32, 39, 109, 116, 100, 95, 50, 39, 32, 44, 32, 39, 105, 110, 105, 116, 39, 32, 93, 13, 10, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 123, 32, 13, 10, 9, 9, 9, 9, 102, 117, 110, 99, 58, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 41, 32, 123, 13, 10, 32, 13, 10, 9, 9, 9, 9, 9, 99, 111, 110, 115, 111, 108, 101, 46, 108, 111, 103, 40, 32, 39, 82, 85, 78, 32, 91, 109, 116, 100, 95, 51, 93, 32, 66, 89, 32, 91, 109, 116, 100, 95, 49, 93, 32, 70, 82, 79, 77, 32, 91, 105, 110, 105, 116, 32, 115, 116, 97, 103, 101, 93, 39, 32, 41, 59, 13, 10, 9, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 9, 111, 112, 116, 105, 111, 110, 115, 58, 32, 91, 32, 39, 109, 116, 100, 95, 51, 39, 32, 93, 13, 10, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 123, 32, 13, 10, 9, 9, 9, 9, 102, 117, 110, 99, 58, 32, 102, 117, 110, 99, 116, 105, 111, 110, 40, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 99, 111, 110, 115, 111, 108, 101, 46, 108, 111, 103, 40, 32, 39, 114, 117, 110, 32, 100, 101, 102, 101, 114, 101, 100, 32, 109, 101, 116, 104, 111, 100, 32, 35, 49, 32, 105, 110, 32, 116, 105, 109, 101, 111, 117, 116, 39, 32, 41, 59, 13, 10, 9, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 9, 111, 112, 116, 105, 111, 110, 115, 58, 32, 91, 32, 39, 100, 101, 102, 101, 114, 101, 100, 77, 101, 116, 104, 111, 100, 95, 49, 39, 44, 32, 39, 100, 101, 102, 101, 114, 124, 116, 105, 109, 101, 111, 117, 116, 124, 56, 53, 48, 48, 39, 32, 93, 13, 10, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 123, 32, 13, 10, 9, 9, 9, 9, 102, 117, 110, 99, 58, 32, 102]",1
"[117, 110, 99, 116, 105, 111, 110, 40, 32, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 99, 111, 110, 115, 111, 108, 101, 46, 108, 111, 103, 40, 32, 39, 114, 117, 110, 32, 100, 101, 102, 101, 114, 101, 100, 32, 109, 101, 116, 104, 111, 100, 32, 35, 50, 32, 105, 110, 32, 105, 110, 116, 101, 114, 118, 97, 108, 39, 32, 41, 59, 13, 10, 9, 9, 9, 9, 125, 44, 13, 10, 9, 9, 9, 9, 111, 112, 116, 105, 111, 110, 115, 58, 32, 91, 32, 39, 100, 101, 102, 101, 114, 101, 100, 77, 101, 116, 104, 111, 100, 95, 50, 39, 44, 32, 39, 100, 101, 102, 101, 114, 124, 105, 110, 116, 101, 114, 118, 97, 108, 124, 53, 48, 48, 39, 32, 93, 13, 10, 9, 9, 9, 125, 44, 13, 10, 9, 9, 93, 59, 13, 10, 9, 9, 97, 112, 112, 46, 105, 110, 105, 116, 40, 32, 99, 102, 103, 44, 32, 116, 114, 117, 101, 32, 41, 59, 32, 13, 10, 125, 41, 40, 41, 59]",1
